amfi_code,year_month,avg_nav,min_nav,max_nav,avg_return,scheme_name,fund_house,category
100016,2022-01,512.5353333333334,503.8641,521.7239,-0.07277777353607183,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-02,513.930565,504.7492,528.4118,0.019121741774043043,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-03,522.5782304347827,503.1674,546.3002,0.24035659755823383,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-04,525.631238095238,518.493,534.7762,-0.14658286286610542,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-05,504.31245454545456,476.0989,524.0515,-0.4440003609282625,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-06,465.13697272727273,451.0707,481.6458,-0.2426466814077054,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-07,436.74602380952376,423.8151,452.584,-0.18800974925695182,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-08,421.33106086956525,412.293,433.0211,-0.08849025893869994,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-09,422.17591363636365,411.1759,431.9494,0.03932512835525335,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-10,431.41749047619044,420.0881,444.8448,0.19939997501611342,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-11,463.69363636363636,448.4277,485.221,0.3532300912487801,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2022-12,480.96351818181813,469.1246,493.7241,-0.08776219128780761,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-01,490.9673363636364,470.8644,510.7491,0.14057483878584723,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-02,493.16807,475.7347,510.0352,0.25456811974730875,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-03,546.0676913043478,508.6667,570.8065,0.4942229242070343,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-04,566.9076600000001,550.7921,574.8786,-0.029625795189331942,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-05,566.0105739130435,555.9534,574.5931,-0.035689214015521824,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-06,571.0420090909091,560.929,580.6856,0.13784014109778614,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07,578.7580333333333,569.5056,586.7206,-0.06730826081393214,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08,569.4808869565218,558.3838,576.9127,0.05261017828511208,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09,577.0378047619048,558.376,595.1135,-0.01694145478735903,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10,575.2590863636364,558.0026,584.996,0.01625862327156397,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11,573.0608772727272,562.4839,582.6704,-0.021329021905267732,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12,582.6871809523809,571.634,597.2339,0.2038682915301901,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01,599.3212173913043,591.6287,615.1823,0.13103649022351282,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-02,603.2157523809524,592.7717,617.8723,-0.08003619180798562,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-03,635.6954333333333,610.7152,652.2598,0.28326776958986616,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-04,641.0165272727273,630.7702,651.5612,0.019591224285545304,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-05,635.8788130434783,616.2197,655.5763,0.08792650590773939,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-06,655.375035,638.3989,669.7236,-0.12809825275409525,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-07,644.6186956521739,634.6149,653.0019,0.04779253067525845,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-08,630.241609090909,604.1821,659.3693,-0.22083550725063497,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-09,583.0442095238095,564.0792,609.337,-0.36287103357804673,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-10,551.1505652173913,536.6,565.2797,-0.15912254848989837,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-11,564.8709285714285,550.7883,578.8713,0.2698140332273325,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-12,588.1105772727273,580.1441,594.98,0.1179466982173517,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-01,589.0825130434783,568.3745,610.4627,-0.11270638556923847,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-02,602.4775999999999,570.8787,626.9322,0.4025290990070102,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-03,619.9604,607.7501,632.5999,-0.05569865829299081,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-04,611.7436454545455,599.544,640.9097,0.1704116633642066,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-05,613.6590363636363,596.8877,633.1555,-0.31915510354983967,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-06,603.4611666666666,589.0741,619.5429,0.18074644394460634,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-07,602.5797739130435,591.8947,621.4637,-0.10555897207645151,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-08,590.5114476190477,574.5884,605.7814,-0.23661970092304058,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-09,594.9615,567.2401,621.8251,0.2692785399876294,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-10,616.8068999999999,598.7647,645.9572,-0.06805145180041386,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-11,601.534615,579.3457,625.9189,0.20249844614324108,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2025-12,618.9595173913043,600.1903,630.7032,0.025426584496658678,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2026-01,632.39165,599.8551,654.5969,-0.18849670045861752,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2026-02,593.402635,581.5162,605.3622,-0.08684688394288431,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2026-03,588.14395,570.4206,608.9224,0.06714034061370024,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2026-04,610.251490909091,592.9127,628.9532,0.023052855113564495,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2026-05,592.4348285714286,578.6237,609.5709,-0.12356540614434681,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100025,2022-01,26.265080952380952,26.1366,26.445,-0.0186492897580842,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2022-02,26.448135,26.2091,26.6568,0.05359976170515146,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2022-03,26.72411739130435,26.5866,26.8787,0.0472993415001457,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
